batch size,layers dim,lr,drop out,min l2 penalty weight,activation func,macro f1 test,micro f1 test,acc test,loss test,macro f1 train,micro f1 train,acc train,loss train
32,"(268, 178, 89)",0.0001,5,0.004216965034285823,relu,0.7837400341681205,0.7952029520295203,0.7952029520295203,0.6100277157214344,0.8491220281922337,0.8610341643582641,0.8610341643582641,0.45240174164567376
32,"(268, 178, 89)",0.0001,5,0.004216965034285823,elu,0.8024679878751468,0.8099630996309963,0.8099630996309963,0.5044821917244792,0.8632709508238027,0.873499538319483,0.8734995383194829,0.3939286790646144
32,"(268, 178, 89)",0.0001,5,0.01778279410038923,relu,0.7981327318821537,0.8118081180811808,0.8118081180811808,0.5803295513584165,0.8451163709693262,0.8591874422899354,0.8591874422899354,0.4884135230792911
32,"(268, 178, 89)",0.0001,5,0.01778279410038923,elu,0.8280329045582063,0.8339483394833949,0.8339483394833949,0.5084274295431309,0.8647758797351529,0.8730378578024007,0.8730378578024007,0.45488891943260623
32,"(268, 178, 89)",0.0001,5,0.07498942093324558,relu,0.7495523160067881,0.7785977859778597,0.7785977859778598,0.7426579201107545,0.7651546386704301,0.8093259464450602,0.8093259464450601,0.6909959298485538
32,"(268, 178, 89)",0.0001,5,0.07498942093324558,elu,0.7871797589176037,0.8044280442804429,0.8044280442804428,0.6993811423018519,0.8347609870045211,0.8476454293628809,0.8476454293628809,0.614806832851097
32,"(268, 178, 89)",0.0001,5,0.31622776601683794,relu,0.07096421309484699,0.08856088560885608,0.08856088560885608,2.0558629695171584,0.07242212957008577,0.08217913204062789,0.08217913204062789,2.036196122612744
32,"(268, 178, 89)",0.0001,5,0.31622776601683794,elu,0.10914396236626746,0.11254612546125461,0.11254612546125461,2.0331712524462406,0.12137494644357069,0.12696214219759927,0.12696214219759927,2.016165624761967
32,"(268, 178, 89)",0.0001,7,0.001,relu,0.7651808470889574,0.7841328413284133,0.7841328413284133,0.6910434946007245,0.7777800880143724,0.8028624192059095,0.8028624192059095,0.636684973134095
32,"(268, 178, 89)",0.0001,7,0.001,elu,0.8128537279047483,0.8228782287822878,0.8228782287822878,0.6124130494952514,0.8434473923336289,0.855493998153278,0.855493998153278,0.4963538803364801
32,"(268, 178, 89)",0.0001,7,0.004216965034285823,relu,0.7653358818274786,0.7712177121771218,0.7712177121771218,0.6582531472029477,0.8040921203459808,0.8204062788550324,0.8204062788550324,0.6395584637238203
32,"(268, 178, 89)",0.0001,7,0.004216965034285823,elu,0.8135433680919688,0.8228782287822878,0.8228782287822878,0.5237832240249471,0.8434146651492392,0.8568790397045245,0.8568790397045245,0.5180367219342195
32,"(268, 178, 89)",0.0001,7,0.01778279410038923,relu,0.7202329817362428,0.7472324723247232,0.7472324723247232,0.664462923384251,0.7911146333466954,0.8153277931671283,0.8153277931671283,0.6768314792637563
32,"(268, 178, 89)",0.0001,7,0.01778279410038923,elu,0.80140927738053,0.8099630996309963,0.8099630996309963,0.5940535481137301,0.8441522606542103,0.8587257617728531,0.8587257617728532,0.5218184755634429
32,"(268, 178, 89)",0.0001,7,0.07498942093324558,relu,0.6381613985160823,0.7121771217712177,0.7121771217712177,1.0008731022826396,0.6330892695319342,0.7289935364727609,0.7289935364727609,0.9128459939180116
32,"(268, 178, 89)",0.0001,7,0.07498942093324558,elu,0.7825096211252843,0.7933579335793358,0.7933579335793358,0.6932223450132562,0.8230881934645176,0.8411819021237303,0.8411819021237303,0.708320045220811
32,"(268, 178, 89)",0.0001,7,0.31622776601683794,relu,0.10207730509337552,0.13284132841328414,0.13284132841328414,2.0033767434858505,0.11601296589470612,0.14127423822714683,0.14127423822714683,1.9769418896552322
32,"(268, 178, 89)",0.0001,7,0.31622776601683794,elu,0.11787482322723242,0.12361623616236163,0.12361623616236163,2.112225499776651,0.12446138616674039,0.12880886426592797,0.12880886426592797,2.08453331385281
32,"(268, 178, 89)",0.0001,9,0.001,relu,0.12809905914485398,0.13653136531365315,0.13653136531365315,2.3864139334689223,0.13114939340259782,0.14265927977839335,0.14265927977839335,2.3638576586702817
32,"(268, 178, 89)",0.0001,9,0.001,elu,0.13098461435443326,0.15129151291512916,0.15129151291512916,2.6208245784627953,0.14436204540120032,0.16066481994459833,0.16066481994459833,2.7381394562520103
32,"(268, 178, 89)",0.0001,9,0.004216965034285823,relu,0.11793520883157162,0.12730627306273062,0.12730627306273062,2.2440600378378743,0.13236711903501178,0.14035087719298245,0.14035087719298245,2.240579940945149
32,"(268, 178, 89)",0.0001,9,0.004216965034285823,elu,0.10345431333474633,0.11070110701107011,0.11070110701107011,2.601042166867289,0.1548463233583763,0.16620498614958448,0.16620498614958448,2.610324129281301
32,"(268, 178, 89)",0.0001,9,0.01778279410038923,relu,0.1246308697707115,0.13837638376383765,0.13837638376383765,2.2282361630951204,0.13576185033479263,0.14496768236380425,0.14496768236380425,2.2442529199227654
32,"(268, 178, 89)",0.0001,9,0.01778279410038923,elu,0.14975331219244262,0.15867158671586715,0.15867158671586715,2.5307075204456457,0.13234194873081823,0.1394275161588181,0.1394275161588181,2.6218940621310756
32,"(268, 178, 89)",0.0001,9,0.07498942093324558,relu,0.1255236987164267,0.12730627306273062,0.12730627306273062,2.295027643442154,0.128118739287204,0.1394275161588181,0.1394275161588181,2.318807148571421
32,"(268, 178, 89)",0.0001,9,0.07498942093324558,elu,0.1220972436642719,0.12546125461254612,0.12546125461254612,2.6677385833165888,0.13012448539476834,0.13573407202216067,0.13573407202216067,2.633679130230333
32,"(268, 178, 89)",0.0001,9,0.31622776601683794,relu,0.14207276537612984,0.16420664206642066,0.16420664206642066,2.1701210134658395,0.12994945294055296,0.15743305632502308,0.15743305632502308,2.282529662776734
32,"(268, 178, 89)",0.0001,9,0.31622776601683794,elu,0.1484494876889943,0.16420664206642066,0.16420664206642066,2.5852862448873606,0.13679576991138714,0.14958448753462603,0.14958448753462603,2.478647000404515
32,"(268, 178, 89)",0.0005,1,0.001,relu,0.818962918505969,0.8265682656826568,0.8265682656826568,0.46006683640243046,0.8625896542803295,0.8753462603878115,0.8753462603878116,0.39237575685338044
32,"(268, 178, 89)",0.0005,1,0.001,elu,0.8271023047071259,0.8321033210332104,0.8321033210332104,0.46851194501146887,0.8752384897665694,0.8845798707294552,0.8845798707294552,0.35036272923948275
32,"(268, 178, 89)",0.0005,1,0.004216965034285823,relu,0.8117889137989377,0.8284132841328413,0.8284132841328413,0.4644513936598842,0.8675005133688167,0.8767313019390581,0.8767313019390581,0.3729615241107919
32,"(268, 178, 89)",0.0005,1,0.004216965034285823,elu,0.8137303431827467,0.8210332103321034,0.8210332103321033,0.5194007256535317,0.8727872338912002,0.88134810710988,0.88134810710988,0.3524699418582269
32,"(268, 178, 89)",0.0005,1,0.01778279410038923,relu,0.8153349582203789,0.8210332103321034,0.8210332103321033,0.4964435405791566,0.8727222914339391,0.8818097876269622,0.8818097876269622,0.3923021295927093
32,"(268, 178, 89)",0.0005,1,0.01778279410038923,elu,0.8296126645274657,0.8339483394833949,0.8339483394833949,0.6388778302379448,0.8642422479968895,0.8739612188365651,0.8739612188365651,0.3917340912569274
32,"(268, 178, 89)",0.0005,1,0.07498942093324558,relu,0.7600004131111577,0.7822878228782287,0.7822878228782287,0.5921299546867961,0.8299452285632846,0.84533702677747,0.84533702677747,0.5831123469770465
32,"(268, 178, 89)",0.0005,1,0.07498942093324558,elu,0.8142504181107044,0.8228782287822878,0.8228782287822878,0.5864739169920301,0.8493031712316447,0.8601108033240997,0.8601108033240997,0.5339826019620294
32,"(268, 178, 89)",0.0005,1,0.31622776601683794,relu,0.1277290985419189,0.2140221402214022,0.2140221402214022,1.9403648678608205,0.1145127961438435,0.20452446906740532,0.20452446906740535,1.9360244140613987
32,"(268, 178, 89)",0.0005,1,0.31622776601683794,elu,0.07118152405430107,0.11808118081180811,0.11808118081180811,1.9710558369961753,0.07843100818015182,0.10987996306555864,0.10987996306555864,1.9744148608168057
32,"(268, 178, 89)",0.0005,3,0.001,relu,0.8070232346235334,0.8154981549815498,0.8154981549815498,0.5318206091498466,0.865842867116057,0.873499538319483,0.8734995383194829,0.40814139719791687
32,"(268, 178, 89)",0.0005,3,0.001,elu,0.8198884839146352,0.8247232472324724,0.8247232472324724,0.5526457681884879,0.8570807743283896,0.866112650046168,0.866112650046168,0.41648033075913643
32,"(268, 178, 89)",0.0005,3,0.004216965034285823,relu,0.8173093181130382,0.8228782287822878,0.8228782287822878,0.5243675756505822,0.877186901968659,0.8845798707294552,0.8845798707294552,0.34408878803512344
32,"(268, 178, 89)",0.0005,3,0.004216965034285823,elu,0.811304218171773,0.8173431734317345,0.8173431734317343,0.5221976038645798,0.8579826334813846,0.8693444136657433,0.8693444136657433,0.4206858901525136
32,"(268, 178, 89)",0.0005,3,0.01778279410038923,relu,0.7978893994437151,0.8044280442804429,0.8044280442804428,0.522796142206816,0.862693531765219,0.873499538319483,0.8734995383194829,0.4103989832009069
32,"(268, 178, 89)",0.0005,3,0.01778279410038923,elu,0.8214185767496776,0.8284132841328413,0.8284132841328413,0.58613999865457,0.8769800134323404,0.8831948291782087,0.8831948291782087,0.33942970056843025
32,"(268, 178, 89)",0.0005,3,0.07498942093324558,relu,0.7972869300884289,0.8081180811808119,0.8081180811808119,0.6070638116728622,0.8304330444692781,0.8448753462603877,0.8448753462603878,0.602147373475916
32,"(268, 178, 89)",0.0005,3,0.07498942093324558,elu,0.8002206566846043,0.8099630996309963,0.8099630996309963,0.6417189585228723,0.8520534962053323,0.8656509695290857,0.8656509695290858,0.5812482708189125
32,"(268, 178, 89)",0.0005,3,0.31622776601683794,relu,0.10837901085393654,0.14944649446494465,0.14944649446494465,1.9676690318617402,0.10643387983445288,0.14635272391505078,0.14635272391505078,1.9671778264552287
32,"(268, 178, 89)",0.0005,3,0.31622776601683794,elu,0.12466969772621526,0.13653136531365315,0.13653136531365315,1.9818139370135996,0.10195095338325733,0.11911357340720222,0.11911357340720222,1.9995648482379957
32,"(268, 178, 89)",0.0005,5,0.001,relu,0.7995417495489984,0.8099630996309963,0.8099630996309963,0.4073656911717952,0.8806851921326466,0.8868882733148661,0.8868882733148661,0.3449112175549517
32,"(268, 178, 89)",0.0005,5,0.001,elu,0.8059222847019374,0.8118081180811808,0.8118081180811808,0.5437482402154977,0.8610789565565745,0.8721144967682364,0.8721144967682364,0.41744092896549917
32,"(268, 178, 89)",0.0005,5,0.004216965034285823,relu,0.8196097821038387,0.8228782287822878,0.8228782287822878,0.5077401841610759,0.8571263860007229,0.868421052631579,0.868421052631579,0.43782893072959
32,"(268, 178, 89)",0.0005,5,0.004216965034285823,elu,0.8195149225016528,0.8228782287822878,0.8228782287822878,0.4664982977514404,0.8697451887873225,0.8785780240073869,0.8785780240073869,0.3774432166591707
32,"(268, 178, 89)",0.0005,5,0.01778279410038923,relu,0.8057277989891999,0.8173431734317345,0.8173431734317343,0.5292668835362944,0.8643819702686617,0.8744228993536473,0.8744228993536473,0.4159174936005085
32,"(268, 178, 89)",0.0005,5,0.01778279410038923,elu,0.8197393482587555,0.8265682656826568,0.8265682656826568,0.5574518910173324,0.8673662664961476,0.8753462603878115,0.8753462603878116,0.39170268398330904
32,"(268, 178, 89)",0.0005,5,0.07498942093324558,relu,0.783678815941747,0.7915129151291513,0.7915129151291513,0.779302394051241,0.7956598867247228,0.8176361957525392,0.8176361957525392,0.6653164039106012
32,"(268, 178, 89)",0.0005,5,0.07498942093324558,elu,0.802344583610859,0.8099630996309963,0.8099630996309963,0.5984273429384374,0.8430715955341707,0.8550323176361958,0.8550323176361958,0.602345832955026
32,"(268, 178, 89)",0.0005,5,0.31622776601683794,relu,0.13747753207344127,0.17896678966789667,0.17896678966789667,1.9618182366344785,0.12487699170633874,0.15466297322253,0.15466297322253,1.9653052023115114
32,"(268, 178, 89)",0.0005,5,0.31622776601683794,elu,0.11016192107975312,0.12177121771217712,0.12177121771217712,1.969137633313781,0.14019350890629653,0.14635272391505078,0.14635272391505078,1.968388506432879
32,"(268, 178, 89)",0.0005,7,0.001,relu,0.7757203667404384,0.7952029520295203,0.7952029520295203,0.6230316408881331,0.8301724743995516,0.8471837488457987,0.8471837488457987,0.5373918873752669
32,"(268, 178, 89)",0.0005,7,0.001,elu,0.7881224920031159,0.8007380073800738,0.8007380073800738,0.634996834767424,0.8515690820086182,0.8638042474607571,0.8638042474607571,0.44486657394155626
32,"(268, 178, 89)",0.0005,7,0.004216965034285823,relu,0.8021796283184374,0.8099630996309963,0.8099630996309963,0.6210106186526122,0.8598197196901872,0.8688827331486612,0.8688827331486612,0.4492585770005883
32,"(268, 178, 89)",0.0005,7,0.004216965034285823,elu,0.8119687531958156,0.8228782287822878,0.8228782287822878,0.5844805888617578,0.8545368612734838,0.8638042474607571,0.8638042474607571,0.4360901042415104
32,"(268, 178, 89)",0.0005,7,0.01778279410038923,relu,0.7890446255925401,0.7952029520295203,0.7952029520295203,0.7316891346922155,0.8247871840201204,0.8374884579870729,0.8374884579870729,0.5074238729739621
32,"(268, 178, 89)",0.0005,7,0.01778279410038923,elu,0.8169548307479089,0.8265682656826568,0.8265682656826568,0.6266983457443852,0.8557196392483115,0.8656509695290857,0.8656509695290858,0.4332958628520702
32,"(268, 178, 89)",0.0005,7,0.07498942093324558,relu,0.6791119980084782,0.7306273062730626,0.7306273062730627,0.8597769450057247,0.7328652049651386,0.775623268698061,0.775623268698061,0.797671078581132
32,"(268, 178, 89)",0.0005,7,0.07498942093324558,elu,0.7793802374010738,0.7841328413284133,0.7841328413284133,0.7014598907706486,0.8242895766959257,0.840258541089566,0.840258541089566,0.6218775579711867
32,"(268, 178, 89)",0.0005,7,0.31622776601683794,relu,0.12322448994341097,0.14575645756457564,0.14575645756457564,2.0205229298310345,0.12100303231905306,0.13342566943674977,0.13342566943674977,1.9850729422054445
32,"(268, 178, 89)",0.0005,7,0.31622776601683794,elu,0.131014570702727,0.14944649446494465,0.14944649446494465,2.010517492959027,0.13481326984190994,0.15466297322253,0.15466297322253,2.038906825882733
32,"(268, 178, 89)",0.0005,9,0.001,relu,0.10730358616944606,0.12177121771217712,0.12177121771217712,2.3606371458293656,0.13709216443015484,0.15327793167128348,0.15327793167128348,2.326027633822315
32,"(268, 178, 89)",0.0005,9,0.001,elu,0.6710527652653349,0.7011070110701108,0.7011070110701108,0.9916528194175154,0.6844766567527101,0.7303785780240074,0.7303785780240074,0.8174280307097175
32,"(268, 178, 89)",0.0005,9,0.004216965034285823,relu,0.1316652652928185,0.13099630996309963,0.13099630996309963,2.343895276810991,0.12650100092535205,0.1283471837488458,0.1283471837488458,2.363563408180383
32,"(268, 178, 89)",0.0005,9,0.004216965034285823,elu,0.6796247563951434,0.7158671586715867,0.7158671586715867,0.8603432812835605,0.7138123048599443,0.7493074792243767,0.7493074792243767,0.7974302747420736
32,"(268, 178, 89)",0.0005,9,0.01778279410038923,relu,0.12572083135135453,0.13468634686346864,0.13468634686346864,2.372147177221588,0.12104620617627303,0.12880886426592797,0.12880886426592797,2.3453531132970116
32,"(268, 178, 89)",0.0005,9,0.01778279410038923,elu,0.7111537142526966,0.7398523985239852,0.7398523985239852,0.8387267029423664,0.7248192524984293,0.7663896583564174,0.7663896583564174,0.7869474381008967
32,"(268, 178, 89)",0.0005,9,0.07498942093324558,relu,0.13498193549314683,0.15498154981549817,0.15498154981549817,2.2687661995331236,0.11766514785308278,0.1260387811634349,0.1260387811634349,2.317357653863814
32,"(268, 178, 89)",0.0005,9,0.07498942093324558,elu,0.5896500815488315,0.6808118081180812,0.6808118081180812,1.0564463790425653,0.644054335052154,0.7211449676823639,0.7211449676823638,0.9337166162811782
32,"(268, 178, 89)",0.0005,9,0.31622776601683794,relu,0.12888207264132773,0.13653136531365315,0.13653136531365315,2.478001689066261,0.13421715580411647,0.13665743305632502,0.13665743305632502,2.423757880359918
32,"(268, 178, 89)",0.0005,9,0.31622776601683794,elu,0.13357402171381882,0.14575645756457564,0.14575645756457564,2.5608941538748655,0.14080887342258647,0.1481994459833795,0.1481994459833795,2.6619058818197177
32,"(268, 178, 89)",0.001,1,0.001,relu,0.8046773608815506,0.8173431734317345,0.8173431734317343,0.5513072049962083,0.8828831668890428,0.8887349953831948,0.8887349953831948,0.2866203577655037
32,"(268, 178, 89)",0.001,1,0.001,elu,0.8314330781038716,0.8357933579335792,0.8357933579335793,0.5741219611790496,0.8714169552108498,0.884118190212373,0.884118190212373,0.3469135929433224
32,"(268, 178, 89)",0.001,1,0.004216965034285823,relu,0.8177676399480195,0.8247232472324724,0.8247232472324724,0.5996391860029645,0.870104887756062,0.8785780240073869,0.8785780240073869,0.35092183634156415
32,"(268, 178, 89)",0.001,1,0.004216965034285823,elu,0.8229051778337048,0.8321033210332104,0.8321033210332104,0.4907492658390558,0.8723261690393896,0.8831948291782087,0.8831948291782087,0.3696523626894098
32,"(268, 178, 89)",0.001,1,0.01778279410038923,relu,0.8111883915384777,0.8191881918819188,0.8191881918819188,0.5064974330685833,0.8714861850366692,0.8804247460757156,0.8804247460757156,0.35087250726249664
32,"(268, 178, 89)",0.001,1,0.01778279410038923,elu,0.8146309159374054,0.8247232472324724,0.8247232472324724,0.5513876780243185,0.8670583357506717,0.8781163434903049,0.8781163434903048,0.38277256638124585
32,"(268, 178, 89)",0.001,1,0.07498942093324558,relu,0.7977080776756955,0.8062730627306273,0.8062730627306273,0.5479929084644958,0.8490108331554368,0.8619575253924283,0.8619575253924284,0.5631026797450693
32,"(268, 178, 89)",0.001,1,0.07498942093324558,elu,0.8275315315688212,0.8321033210332104,0.8321033210332104,0.5801639997369228,0.8568839205095189,0.868421052631579,0.868421052631579,0.5601055255705113
32,"(268, 178, 89)",0.001,1,0.31622776601683794,relu,0.08210687457781497,0.1088560885608856,0.1088560885608856,1.9763635484853648,0.07004077010540262,0.08771929824561403,0.08771929824561403,1.979656906656525
32,"(268, 178, 89)",0.001,1,0.31622776601683794,elu,0.04532379280002334,0.06826568265682657,0.06826568265682657,2.0029426807632094,0.05416936041518764,0.07756232686980609,0.07756232686980609,1.994663447485785
32,"(268, 178, 89)",0.001,3,0.001,relu,0.811158251139678,0.8173431734317345,0.8173431734317343,0.540777912017736,0.8806674775780092,0.8887349953831948,0.8887349953831948,0.3344174508376122
32,"(268, 178, 89)",0.001,3,0.001,elu,0.8137494266220097,0.8173431734317345,0.8173431734317343,0.4834979363778046,0.8653786846529883,0.8748845798707294,0.8748845798707294,0.40616896584243617
32,"(268, 178, 89)",0.001,3,0.004216965034285823,relu,0.8099186834597617,0.8210332103321034,0.8210332103321033,0.43394378040783005,0.8840488457255599,0.8910433979686057,0.8910433979686058,0.331529417170377
32,"(268, 178, 89)",0.001,3,0.004216965034285823,elu,0.8130050118373594,0.8191881918819188,0.8191881918819188,0.45064731960802734,0.8753572442129555,0.884118190212373,0.884118190212373,0.34469548616080947
32,"(268, 178, 89)",0.001,3,0.01778279410038923,relu,0.8151139568909603,0.8228782287822878,0.8228782287822878,0.47844608879479844,0.8734984654124428,0.8827331486611265,0.8827331486611265,0.4011610748774609
32,"(268, 178, 89)",0.001,3,0.01778279410038923,elu,0.8223924159150824,0.8302583025830258,0.8302583025830258,0.5159185683835519,0.8734083660984007,0.8799630655586335,0.8799630655586335,0.3537807691812322
32,"(268, 178, 89)",0.001,3,0.07498942093324558,relu,0.8044836179464312,0.8099630996309963,0.8099630996309963,0.685143207953084,0.835730863801622,0.8522622345337025,0.8522622345337026,0.5975092660144911
32,"(268, 178, 89)",0.001,3,0.07498942093324558,elu,0.7855064515526423,0.7970479704797048,0.7970479704797048,0.6424170104874736,0.8303668709892852,0.8411819021237303,0.8411819021237303,0.5870910252334349
32,"(268, 178, 89)",0.001,3,0.31622776601683794,relu,0.12272451183020963,0.14391143911439114,0.14391143911439114,1.9366585211270415,0.13451449961968215,0.16481994459833796,0.16481994459833796,1.943203257771067
32,"(268, 178, 89)",0.001,3,0.31622776601683794,elu,0.1240205375184158,0.14760147601476015,0.14760147601476015,1.9689722896171604,0.09604928942773451,0.11542012927054478,0.11542012927054478,1.9831518091037696
32,"(268, 178, 89)",0.001,5,0.001,relu,0.8055910923334965,0.8118081180811808,0.8118081180811808,0.5113854595305143,0.8637484571048696,0.8716528162511542,0.8716528162511542,0.4194202200792129
32,"(268, 178, 89)",0.001,5,0.001,elu,0.8000371648431389,0.8118081180811808,0.8118081180811808,0.4983391370075338,0.8693762376874383,0.8790397045244691,0.8790397045244691,0.3685193557938151
32,"(268, 178, 89)",0.001,5,0.004216965034285823,relu,0.795240490920432,0.8081180811808119,0.8081180811808119,0.5085244689383537,0.8597593560396526,0.8693444136657433,0.8693444136657433,0.36570713714403547
32,"(268, 178, 89)",0.001,5,0.004216965034285823,elu,0.7818216904146175,0.7915129151291513,0.7915129151291513,0.5110737807729059,0.8821574239606468,0.8873499538319483,0.8873499538319483,0.33561583702762154
32,"(268, 178, 89)",0.001,5,0.01778279410038923,relu,0.8111223542024473,0.8154981549815498,0.8154981549815498,0.45879227127119476,0.8495414829513432,0.8642659279778393,0.8642659279778393,0.4480886081873767
32,"(268, 178, 89)",0.001,5,0.01778279410038923,elu,0.8118354878354843,0.8173431734317345,0.8173431734317343,0.5122805715990426,0.8690931872415338,0.8781163434903049,0.8781163434903048,0.38252309392482786
32,"(268, 178, 89)",0.001,5,0.07498942093324558,relu,0.7790860599656614,0.7915129151291513,0.7915129151291513,0.6740234916888109,0.8056915195886409,0.8264081255771006,0.8264081255771006,0.6729892772826923
32,"(268, 178, 89)",0.001,5,0.07498942093324558,elu,0.8071410798128011,0.8154981549815498,0.8154981549815498,0.6528638022295135,0.8329787356362451,0.8476454293628809,0.8476454293628809,0.6075253469269135
32,"(268, 178, 89)",0.001,5,0.31622776601683794,relu,0.12872714026330878,0.16605166051660517,0.16605166051660517,1.9395092637857534,0.13793366411726787,0.17359187442289936,0.17359187442289936,1.9450690120320948
32,"(268, 178, 89)",0.001,5,0.31622776601683794,elu,0.1324150174699343,0.14391143911439114,0.14391143911439114,1.971177644993303,0.1474665236207535,0.16020313942751616,0.16020313942751616,1.9729995242304945
32,"(268, 178, 89)",0.001,7,0.001,relu,0.779363823593326,0.7915129151291513,0.7915129151291513,0.7246502426901409,0.8191766402762378,0.8384118190212374,0.8384118190212373,0.5385977132694243
32,"(268, 178, 89)",0.001,7,0.001,elu,0.7947336390857738,0.8025830258302583,0.8025830258302583,0.6516875844064784,0.8485463394346492,0.8587257617728531,0.8587257617728532,0.47305324006746563
32,"(268, 178, 89)",0.001,7,0.004216965034285823,relu,0.7622473890131545,0.7804428044280443,0.7804428044280443,0.653223183108979,0.8644235503944915,0.8730378578024007,0.8730378578024007,0.46264586813155373
32,"(268, 178, 89)",0.001,7,0.004216965034285823,elu,0.8027677766888386,0.8118081180811808,0.8118081180811808,0.5430349132545033,0.864326994564217,0.8739612188365651,0.8739612188365651,0.42200296817055916
32,"(268, 178, 89)",0.001,7,0.01778279410038923,relu,0.7746434284621403,0.7896678966789668,0.7896678966789668,0.6654192875820781,0.8308700047369523,0.8430286241920593,0.8430286241920592,0.5719675958928208
